id	SAMPLE_NAME	CTRL	Project	DNA_extraction_plate	Plate	Fungal conc. (ng/uL)
364526_119-LP3-ITS-0695	Lavaux_2023-08-24_bark_Plot9	Sample	Lavaux	DNA39	P8	3.2
364526_120-LP3-ITS-0696	Lavaux_2023-08-24_bark_Plot20	Sample	Lavaux	DNA39	P8	3.3
364526_114-LP3-ITS-0690	Leytron_Agroscope4_17-08-2023_soil	Sample	WINE	DNA39	P8	2.6
364526_115-LP3-ITS-0691	Erlenbach_2023-10-10_4	Sample	SoilColonialization	DNA39	P8	3.9
364526_116-LP3-ITS-0692	Erlenbach_2023-06-20_6	Sample	SoilColonialization	DNA39	P8	6.3
364526_117-LP3-ITS-0693	Erlenbach_2023-08-23_3	Sample	SoilColonialization	DNA39	P8	9.2
364526_022-LP3-ITS-0598	Lavaux_2023-05-10_soil_Plot14	Sample	Lavaux	DNA31	P7	3.8
364526_023-LP3-ITS-0599	Lavaux_2023-05-10_soil_Plot4	Sample	Lavaux	DNA31	P7	6.1
364526_024-LP3-ITS-0600	Lavaux_2023-05-10_soil_Plot12	Sample	Lavaux	DNA31	P7	6.7
364526_025-LP3-ITS-0601	Lavaux_2023-05-10_soil_Plot17	Sample	Lavaux	DNA31	P7	5.4
364526_021-LP3-ITS-0597	Lavaux_2023-05-10_soil_Plot13	Sample	Lavaux	DNA31	P7	6.9
364526_030-LP3-ITS-0606	Lavaux_2023-08-24_soil_Plot4	Sample	Lavaux	DNA31	P7	5.4
364526_026-LP3-ITS-0602	Lavaux_2023-05-10_soil_Plot20	Sample	Lavaux	DNA31	P7	4.7
364526_027-LP3-ITS-0603	Lavaux_2023-08-24_soil_Plot12	Sample	Lavaux	DNA31	P7	9.7
364526_028-LP3-ITS-0604	Lavaux_2023-08-24_soil_Plot14	Sample	Lavaux	DNA31	P7	2.9
364526_029-LP3-ITS-0605	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.2
364526_011-LP3-ITS-0587	Fluntern_2023-08-23_1A	Sample	WINE	DNA31	P7	2.9
364526_012-LP3-ITS-0588	Grenchen_2023-08-23_2A	Sample	WINE	DNA31	P7	6.8
364526_013-LP3-ITS-0589	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.9
364526_014-LP3-ITS-0590	Grenchen_2023-08-23_1C	Sample	WINE	DNA31	P7	6.4
364526_019-LP3-ITS-0595	Lavaux_2023-05-10_soil_Plot9	Sample	Lavaux	DNA31	P7	5.0
364526_020-LP3-ITS-0596	Lavaux_2023-05-10_soil_Plot19	Sample	Lavaux	DNA31	P7	4.8
364526_015-LP3-ITS-0591	DNA31_PosCtrl	PosCtrl	WINE	DNA31	P7	12.2
364526_016-LP3-ITS-0592	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.0
364526_017-LP3-ITS-0593	Lavaux_2023-05-10_soil_Plot5	Sample	Lavaux	DNA31	P7	6.0
364526_018-LP3-ITS-0594	Lavaux_2023-05-10_soil_Plot15	Sample	Lavaux	DNA31	P7	6.3
364526_320-LP3-ITS-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	Sample	Lavaux	DNA42	P10	0.5
364526_199-LP3-ITS-0775	Lavaux_2023-09-20_must_Plot15_RepC	Sample	Lavaux	DNA40	P9	2.0
364526_078-LP3-ITS-0654	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.7
364526_200-LP3-ITS-0776	Lavaux_2023-09-20_must_Plot13_RepC	Sample	Lavaux	DNA40	P9	1.7
364526_079-LP3-ITS-0655	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.2
364526_080-LP3-ITS-0656	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.2
364526_321-LP3-ITS-0897	Lavaux_2021-09-30_must_Plot17_Row7/Vine21_ID159	Sample	Lavaux	DNA42	P10	3.2
364526_322-LP3-ITS-0898	Lavaux_2021-09-30_must_Plot20_Row2/Vine11_ID199	Sample	Lavaux	DNA42	P10	1.8
364526_201-LP3-ITS-0777	Lavaux_2023-09-20_must_Plot19_RepE	Sample	Lavaux	DNA40	P9	2.5
364526_327-LP3-ITS-0903	Lavaux_2021-09-30_must_Plot17_Row6/Vine10_ID157	Sample	Lavaux	DNA42	P10	0.1
364526_206-LP3-ITS-0782	Lavaux_2023-09-20_must_Plot19_RepA	Sample	Lavaux	DNA40	P9	3.8
364526_085-LP3-ITS-0661	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	7.1
364526_328-LP3-ITS-0904	Lavaux_2021-09-30_must_Plot18_Row8/Vine7_ID191	Sample	Lavaux	DNA42	P10	1.2
364526_207-LP3-ITS-0783	Lavaux_2023-09-20_must_Plot12_RepE	Sample	Lavaux	DNA40	P9	3.4
364526_086-LP3-ITS-0662	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	7.5
364526_329-LP3-ITS-0905	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA42	P10	1.0
364526_208-LP3-ITS-0784	Lavaux_2023-09-20_must_Plot15_RepE	Sample	Lavaux	DNA40	P9	5.3
364526_087-LP3-ITS-0663	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.1
364526_330-LP3-ITS-0906	DNA42_PosCtrl	PosCtrl	Lavaux	DNA42	P10	4.4
364526_209-LP3-ITS-0785	Lavaux_2023-09-20_must_Plot12_RepD	Sample	Lavaux	DNA40	P9	2.3
364526_088-LP3-ITS-0664	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	5.9
364526_323-LP3-ITS-0899	Lavaux_2021-09-30_must_Plot17_Row18/Vine40_ID184	Sample	Lavaux	DNA42	P10	4.3
364526_202-LP3-ITS-0778	Lavaux_2023-09-20_must_Plot12_RepA	Sample	Lavaux	DNA40	P9	3.5
364526_081-LP3-ITS-0657	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.2
364526_324-LP3-ITS-0900	Lavaux_2021-09-30_must_Plot20_Row16/Vine20_ID219	Sample	Lavaux	DNA42	P10	2.0
364526_203-LP3-ITS-0779	Lavaux_2023-09-20_must_Plot13_RepB	Sample	Lavaux	DNA40	P9	1.0
364526_082-LP3-ITS-0658	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	5.4
364526_325-LP3-ITS-0901	Lavaux_2021-09-30_must_Plot17_Row17/Vine20_ID179	Sample	Lavaux	DNA42	P10	0.001
364526_204-LP3-ITS-0780	Lavaux_2023-09-20_must_Plot20_RepD	Sample	Lavaux	DNA40	P9	2.3
364526_083-LP3-ITS-0659	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	5.9
364526_326-LP3-ITS-0902	Lavaux_2021-09-30_must_Plot4_Row10/Vine30_ID8	Sample	Lavaux	DNA42	P10	4.5
364526_205-LP3-ITS-0781	DNA40_NegCtrl	NegCtrl	Lavaux	DNA40	P9	0.001
364526_084-LP3-ITS-0660	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.2
364526_430-LP3-ITS-1006	21DL04M_1066_wine	Sample	BotrytizedWine	DNA41	P11	0.001
364526_309-LP3-ITS-0885	Lavaux_2021-08-31_must_Plot4	Sample	Lavaux	DNA42	P10	0.9
364526_188-LP3-ITS-0764	MV_Post-MLF_Plot4_2022-01-24	Sample	Lavaux	DNA23	P8	0.1
364526_067-LP3-ITS-0643	Strickhof_05-09-2023_soil	Sample	WINE	DNA31	P7	7.7
364526_310-LP3-ITS-0886	Lavaux_2021-08-31_must_Plot9	Sample	Lavaux	DNA42	P10	0.2
364526_189-LP3-ITS-0765	MV_Post-MLF_Plot20_2022-01-24	Sample	Lavaux	DNA23	P8	0.2
364526_068-LP3-ITS-0644	Diederik_05-09-2023_soil	Sample	WINE	DNA31	P7	6.5
364526_190-LP3-ITS-0766	MV_Post-AF_Plot5_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	3.4
364526_069-LP3-ITS-0645	Baur_Wein_05-09-2023_soil	Sample	WINE	DNA31	P7	9.2
364526_070-LP3-ITS-0646	Hasenhalde_05-09-2023_soil	Sample	WINE	DNA31	P7	5.1
364526_311-LP3-ITS-0887	Lavaux_2021-08-31_must_Plot20	Sample	Lavaux	DNA42	P10	0.3
364526_316-LP3-ITS-0892	Lavaux_2021-08-31_must_Plot12	Sample	Lavaux	DNA42	P10	0.001
364526_195-LP3-ITS-0771	Lavaux_2023-09-20_must_Plot4_RepE	Sample	Lavaux	DNA40	P9	2.1
364526_074-LP3-ITS-0650	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	8.4
364526_317-LP3-ITS-0893	Lavaux_2021-08-31_must_Plot11	Sample	Lavaux	DNA42	P10	0.001
364526_196-LP3-ITS-0772	Lavaux_2023-09-20_must_Plot4_RepD	Sample	Lavaux	DNA40	P9	1.0
364526_075-LP3-ITS-0651	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	7.7
364526_318-LP3-ITS-0894	Lavaux_2021-08-31_must_Plot18	Sample	Lavaux	DNA42	P10	0.5
364526_197-LP3-ITS-0773	Lavaux_2023-09-20_must_Plot20_RepA	Sample	Lavaux	DNA40	P9	1.0
364526_076-LP3-ITS-0652	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	5.6
364526_319-LP3-ITS-0895	Lavaux_2021-09-30_must_Plot20_Row6/Vine10_ID205	Sample	Lavaux	DNA42	P10	0.8
364526_198-LP3-ITS-0774	Lavaux_2023-09-20_must_Plot19_RepB	Sample	Lavaux	DNA40	P9	3.9
364526_077-LP3-ITS-0653	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.2
364526_312-LP3-ITS-0888	Lavaux_2021-08-31_must_Plot15	Sample	Lavaux	DNA42	P10	0.4
364526_191-LP3-ITS-0767	MV_Post-AF_Plot9_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	2.1
364526_313-LP3-ITS-0889	Lavaux_2021-08-31_must_Plot13	Sample	Lavaux	DNA42	P10	1.0
364526_192-LP3-ITS-0768	MV_Post-AF_Plot18_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	5.1
364526_071-LP3-ITS-0647	Ruetihof_05-09-2023_soil	Sample	WINE	DNA31	P7	5.8
364526_314-LP3-ITS-0890	Lavaux_2021-08-31_must_Plot19	Sample	Lavaux	DNA42	P10	0.001
364526_193-LP3-ITS-0769	Lavaux_2023-09-20_must_Plot13_RepA	Sample	Lavaux	DNA40	P9	1.8
364526_072-LP3-ITS-0648	Wine_by_Jet_05-09-2023_soil	Sample	WINE	DNA31	P7	4.1
364526_315-LP3-ITS-0891	Lavaux_2021-08-31_must_Plot14	Sample	Lavaux	DNA42	P10	0.4
364526_194-LP3-ITS-0770	Lavaux_2023-09-20_must_Plot15_RepA	Sample	Lavaux	DNA40	P9	2.8
364526_073-LP3-ITS-0649	Weinmanufaktur_05-09-2023_soil	Sample	WINE	DNA31	P7	5.0
364526_100-LP3-ITS-0676	Leytron_Agroscope2_17-08-2023_soil	Sample	WINE	DNA39	P8	6.5
364526_221-LP3-ITS-0797	Lavaux_2023-09-20_must_Plot13_RepE	Sample	Lavaux	DNA40	P9	2.6
364526_222-LP3-ITS-0798	Lavaux_2023-09-20_must_Plot15_RepB	Sample	Lavaux	DNA40	P9	2.2
364526_101-LP3-ITS-0677	Leytron_Agroscope3_17-08-2023_soil	Sample	WINE	DNA39	P8	3.5
364526_223-LP3-ITS-0799	DNA40_PosCtrl	PosCtrl	Lavaux	DNA40	P9	11.4
364526_102-LP3-ITS-0678	DNA39_PosCtrl	PosCtrl	WINE	DNA39	P8	11.1
364526_228-LP3-ITS-0804	Lavaux_2023-09-20_must_Plot9_RepA	Sample	Lavaux	DNA40	P9	3.0
364526_107-LP3-ITS-0683	Leuk_1_17-08-2023_soil	Sample	WINE	DNA39	P8	5.3
364526_229-LP3-ITS-0805	Lavaux_2023-08-24_must_Plot19	Sample	Lavaux	DNA40	P9	0.001
364526_108-LP3-ITS-0684	Mart_6_17-08-2023_soil	Sample	WINE	DNA39	P8	8.3
364526_230-LP3-ITS-0806	Lavaux_2023-09-20_must_Plot17_RepB	Sample	Lavaux	DNA40	P9	0.001
364526_109-LP3-ITS-0685	Leytron_Agroscope1_17-08-2023_soil	Sample	WINE	DNA39	P8	5.4
364526_110-LP3-ITS-0686	Lavaux_2023-08-24_soil_Plot13	Sample	Lavaux	DNA39	P8	7.5
364526_224-LP3-ITS-0800	Lavaux_2023-09-20_must_Plot12_RepB	Sample	Lavaux	DNA40	P9	0.2
364526_103-LP3-ITS-0679	Champlan_1_17-08-2023_soil	Sample	WINE	DNA39	P8	3.8
364526_225-LP3-ITS-0801	Lavaux_2023-09-20_must_Plot17_RepC	Sample	Lavaux	DNA40	P9	1.8
364526_104-LP3-ITS-0680	Lavaux_2023-08-24_soil_Plot5	Sample	WINE	DNA39	P8	3.8
364526_226-LP3-ITS-0802	Lavaux_2023-08-24_must_Plot17	Sample	Lavaux	DNA40	P9	1.9
364526_105-LP3-ITS-0681	Erlenbach_2023-08-23_4	Sample	WINE	DNA39	P8	5.5
364526_227-LP3-ITS-0803	Lavaux_2023-09-20_must_Plot17_RepD	Sample	Lavaux	DNA40	P9	3.4
364526_106-LP3-ITS-0682	Erlenbach_2023-10-10_5	Sample	WINE	DNA39	P8	4.6
364526_210-LP3-ITS-0786	Lavaux_2023-09-20_must_Plot4_RepC	Sample	Lavaux	DNA40	P9	3.8
364526_089-LP3-ITS-0665	PCR1water_PCR2noPNA_1		PNA-test	DNA31	P7	0.001
364526_090-LP3-ITS-0666	PCR1water_PCR2noPNA_2		PNA-test	DNA31	P7	0.001
364526_211-LP3-ITS-0787	Lavaux_2023-09-20_must_Plot20_RepB	Sample	Lavaux	DNA40	P9	1.5
364526_212-LP3-ITS-0788	Lavaux_2023-09-20_must_Plot13_RepD	Sample	Lavaux	DNA40	P9	2.1
364526_091-LP3-ITS-0667	PCR1water_PCR2water-noPNA_1		PNA-test	DNA31	P7	0.001
364526_217-LP3-ITS-0793	Lavaux_2023-09-20_must_Plot19_RepC	Sample	Lavaux	DNA40	P9	1.6
364526_096-LP3-ITS-0672	PCR1water_PCR2water-PNA_2		PNA-test	DNA31	P7	0.001
364526_218-LP3-ITS-0794	Lavaux_2023-09-20_must_Plot12_RepC	Sample	Lavaux	DNA40	P9	3.0
364526_097-LP3-ITS-0673	Erlenbach_2023-06-20_4	Sample	WINE	DNA39	P8	7.1
364526_219-LP3-ITS-0795	Lavaux_2023-09-20_must_Plot20_RepC	Sample	Lavaux	DNA40	P9	0.5
364526_098-LP3-ITS-0674	Erlenbach_2023-06-20_5	Sample	WINE	DNA39	P8	3.4
364526_220-LP3-ITS-0796	Lavaux_2023-09-20_must_Plot4_RepB	Sample	Lavaux	DNA40	P9	2.1
364526_099-LP3-ITS-0675	Muraz_1_17-08-2023_soil	Sample	WINE	DNA39	P8	3.7
364526_213-LP3-ITS-0789	Lavaux_2023-09-20_must_Plot4_RepA	Sample	Lavaux	DNA40	P9	2.4
364526_092-LP3-ITS-0668	PCR1water_PCR2water-noPNA_2		PNA-test	DNA31	P7	0.001
364526_214-LP3-ITS-0790	Lavaux_2023-09-20_must_Plot15_RepD	Sample	Lavaux	DNA40	P9	3.7
364526_093-LP3-ITS-0669	PCR1water_PCR2PNA_1		PNA-test	DNA31	P7	0.001
364526_215-LP3-ITS-0791	Lavaux_2023-09-20_must_Plot19_RepD	Sample	Lavaux	DNA40	P9	1.7
364526_094-LP3-ITS-0670	PCR1water_PCR2PNA_2		PNA-test	DNA31	P7	0.001
364526_216-LP3-ITS-0792	Lavaux_2023-09-20_must_Plot20_RepE	Sample	Lavaux	DNA40	P9	2.5
364526_095-LP3-ITS-0671	PCR1water_PCR2water-PNA_1		PNA-test	DNA31	P7	0.001
364526_280-LP3-ITS-0856	Lavaux_2021-08-31_bark_Plot15	Sample	Lavaux	DNA16	P9	2.1
364526_159-LP3-ITS-0735	MV_Post-MLF_Plot18_2022-01-24	Sample	Lavaux	DNA23	P8	1.1
364526_038-LP3-ITS-0614	Grenchen_2023-10-10_1A	Sample	SoilColonialization	DNA31	P7	9.1
364526_160-LP3-ITS-0736	MV_Post-AF_Plot19_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	1.0
364526_039-LP3-ITS-0615	Grenchen_2023-10-10_1C	Sample	SoilColonialization	DNA31	P7	7.4
364526_040-LP3-ITS-0616	Erlenbach_2023-10-10_3	Sample	SoilColonialization	DNA31	P7	3.3
364526_518-LP3-ITS-1094	Leytron_Agroscope4_30-08-2023_berries	Sample	WINE	DNA49	P12	6.7
364526_397-LP3-ITS-0973	21DL03M_2194_lees	Sample	BotrytizedWine	DNA41	P11	12.4
364526_276-LP3-ITS-0852	Lavaux_2021-08-31_bark_Plot19	Sample	Lavaux	DNA16	P9	5.2
364526_155-LP3-ITS-0731	MV_Post-AF_Plot18_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	4.7
364526_034-LP3-ITS-0610	Lavaux_2023-08-24_soil_Plot17	Sample	Lavaux	DNA31	P7	6.7
364526_519-LP3-ITS-1095	Sav_3_30-08-2023_berries	Sample	WINE	DNA49	P12	8.8
364526_398-LP3-ITS-0974	22DL05S_7101_lees	Sample	BotrytizedWine	DNA41	P11	11.0
364526_277-LP3-ITS-0853	Lavaux_2021-08-31_bark_Plot18	Sample	Lavaux	DNA16	P9	3.0
364526_156-LP3-ITS-0732	MV_Post-MLF_Plot17_2022-01-24	Sample	Lavaux	DNA23	P8	0.6
364526_035-LP3-ITS-0611	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.6
364526_520-LP3-ITS-1096	Sav_1_30-08-2023_berries	Sample	WINE	DNA49	P12	2.8
364526_399-LP3-ITS-0975	22DL03S_4618_lees	Sample	BotrytizedWine	DNA41	P11	15.8
364526_278-LP3-ITS-0854	Lavaux_2021-08-31_bark_Plot14	Sample	Lavaux	DNA16	P9	2.8
364526_157-LP3-ITS-0733	MV_Post-AF_Plot20_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	0.8
364526_036-LP3-ITS-0612	Lavaux_2023-08-24_soil_Plot19	Sample	Lavaux	DNA31	P7	6.5
364526_400-LP3-ITS-0976	22DL04M_4761_lees	Sample	BotrytizedWine	DNA41	P11	13.7
364526_279-LP3-ITS-0855	Lavaux_2022-08-10_bark_Plot15	Sample	Lavaux	DNA16	P9	3.4
364526_158-LP3-ITS-0734	MV_Post-AF_Plot15_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	1.4
364526_037-LP3-ITS-0613	Erlenbach_2023-10-10_1	Sample	SoilColonialization	DNA31	P7	2.7
364526_525-LP3-ITS-1101	Leytron_Agroscope1_30-08-2023_berries	Sample	WINE	DNA49	P12	2.6
364526_404-LP3-ITS-0980	DO NOT USE (DUPLICATE) 	Sample	NOT-USE	DNA41	P11	11.4
364526_283-LP3-ITS-0859	Lavaux_2021-08-31_leaf_Plot9	Sample	Lavaux	DNA16	P9	2.5
364526_162-LP3-ITS-0738	MV_Post-AF_Plot5_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	3.6
364526_041-LP3-ITS-0617	Erlenbach_2023-10-10_6	Sample	SoilColonialization	DNA31	P7	4.9
364526_526-LP3-ITS-1102	Mart_6_30-08-2023_berries	Sample	WINE	DNA49	P12	2.7
364526_405-LP3-ITS-0981	22DL05M_89_lees	Sample	BotrytizedWine	DNA41	P11	16.2
364526_284-LP3-ITS-0860	DNA16_NegCtrl	NegCtrl	Lavaux	DNA16	P9	0.2
364526_163-LP3-ITS-0739	MV_Post-MLF_Plot9_2022-01-24	Sample	Lavaux	DNA23	P8	1.6
364526_042-LP3-ITS-0618	Grenchen_2023-10-10_2A	Sample	SoilColonialization	DNA31	P7	8.8
364526_527-LP3-ITS-1103	Rebhalde_14-09-2023_berries	Sample	WINE	DNA49	P12	3.3
364526_406-LP3-ITS-0982	21DL04M_1066_lees	Sample	BotrytizedWine	DNA41	P11	10.9
364526_285-LP3-ITS-0861	Lavaux_2021-08-31_bark_Plot9	Sample	Lavaux	DNA16	P9	5.3
364526_164-LP3-ITS-0740	MV_Post-AF_Plot5_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	2.7
364526_043-LP3-ITS-0619	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	6.1
364526_528-LP3-ITS-1104	Hasenhalde_14-09-2023_berries	Sample	WINE	DNA49	P12	3.4
364526_407-LP3-ITS-0983	21DL02S_51_lees	Sample	BotrytizedWine	DNA41	P11	11.9
364526_286-LP3-ITS-0862	Lavaux_2021-08-31_bark_Plot13	Sample	Lavaux	DNA16	P9	1.5
364526_165-LP3-ITS-0741	MV_Post-MLF_Plot15_2022-01-24	Sample	Lavaux	DNA23	P8	0.2
364526_044-LP3-ITS-0620	Erlenbach_2023-10-10_2	Sample	SoilColonialization	DNA31	P7	6.4
364526_521-LP3-ITS-1097	Leuk_1_30-08-2023_berries	Sample	WINE	DNA49	P12	0.7
364526_522-LP3-ITS-1098	Muraz_1_30-08-2023_berries	Sample	WINE	DNA49	P12	1.8
364526_401-LP3-ITS-0977	22DL05S_4763_lees	Sample	BotrytizedWine	DNA41	P11	11.0
364526_523-LP3-ITS-1099	Baur_Wein_14-09-2023_berries	Sample	WINE	DNA49	P12	10.9
364526_402-LP3-ITS-0978	21DL09_1893_lees	Sample	BotrytizedWine	DNA41	P11	0.001
364526_281-LP3-ITS-0857	Lavaux_2022-08-10_bark_Plot13	Sample	Lavaux	DNA16	P9	0.1
364526_524-LP3-ITS-1100	Leytron_Agroscope2_30-08-2023_berries	Sample	WINE	DNA49	P12	4.3
364526_403-LP3-ITS-0979	22DL01S_4609_lees	Sample	BotrytizedWine	DNA41	P11	12.7
364526_282-LP3-ITS-0858	Lavaux_2021-08-31_bark_Plot12	Sample	Lavaux	DNA16	P9	2.2
364526_161-LP3-ITS-0737	MV_Post-AF_Plot18_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	6.4
364526_390-LP3-ITS-0966	21DL06M_54_lees	Sample	BotrytizedWine	DNA41	P11	16.6
364526_269-LP3-ITS-0845	Lavaux_2022-08-10_bark_Plot19	Sample	Lavaux	DNA16	P9	3.8
364526_148-LP3-ITS-0724		Sample	NOT-USE		P8	0.001
364526_270-LP3-ITS-0846	Lavaux_2022-08-10_bark_Plot11	Sample	Lavaux	DNA16	P9	2.9
364526_149-LP3-ITS-0725		Sample	NOT-USE		P8	0.001
364526_150-LP3-ITS-0726		Sample	NOT-USE		P8	0.001
364526_507-LP3-ITS-1083	Lavaux_2023-08-24_leaf_Plot4_washed	Sample	Lavaux	DNA49	P12	0.5
364526_386-LP3-ITS-0962	21DL01S_2653_wine	Sample	BotrytizedWine	DNA41	P11	0.001
364526_265-LP3-ITS-0841	Lavaux_2021-08-31_leaf_Plot5	Sample	Lavaux	DNA16	P9	0.001
364526_144-LP3-ITS-0720	Lavaux_2023-08-24_leaf_Plot19	Sample	Lavaux	DNA39	P8	0.6
364526_508-LP3-ITS-1084	Lavaux_2021-08-31_leaf_Plot18_washed	Sample	Lavaux	DNA49	P12	0.1
364526_387-LP3-ITS-0963	DNA41_negCtrl_4	NegCtrl	BotrytizedWine	DNA41	P11	3.5
364526_266-LP3-ITS-0842	Lavaux_2021-08-31_leaf_Plot4	Sample	Lavaux	DNA16	P9	0.001
364526_145-LP3-ITS-0721	Lavaux_2023-08-24_leaf_Plot13	Sample	Lavaux	DNA39	P8	0.001
364526_509-LP3-ITS-1085	Lavaux_2022-08-10_leaf_Plot15_washed	Sample	Lavaux	DNA49	P12	0.3
364526_388-LP3-ITS-0964	DNA24_posCtrl_1	PosCtrl	BotrytizedWine	DNA41	P11	3.7
364526_267-LP3-ITS-0843	Lavaux_2022-08-10_bark_Plot14	Sample	Lavaux	DNA16	P9	0.9
364526_146-LP3-ITS-0722	Lavaux_2023-08-24_leaf_Plot14	Sample	Lavaux	DNA39	P8	0.001
364526_510-LP3-ITS-1086	Lavaux_2023-08-24_leaf_Plot19_washed	Sample	Lavaux	DNA49	P12	0.001
364526_389-LP3-ITS-0965	21DL08M_1885_lees	Sample	BotrytizedWine	DNA41	P11	16.4
364526_268-LP3-ITS-0844	Lavaux_2022-08-10_bark_Plot9	Sample	Lavaux	DNA16	P9	3.3
364526_147-LP3-ITS-0723		Sample	NOT-USE		P8	0.001
364526_514-LP3-ITS-1090	Ruetihof_14-09-2023_berries	Sample	WINE	DNA49	P12	7.0
364526_393-LP3-ITS-0969	21DL02S_1090_lees	Sample	BotrytizedWine	DNA41	P11	13.5
364526_272-LP3-ITS-0848	Lavaux_2022-08-10_bark_Plot4	Sample	Lavaux	DNA16	P9	3.3
364526_151-LP3-ITS-0727		Sample	NOT-USE		P8	0.001
364526_515-LP3-ITS-1091	Miege_3_30-08-2023_berries	Sample	WINE	DNA49	P12	14.5
364526_394-LP3-ITS-0970	22DL04M_5657_lees	Sample	BotrytizedWine	DNA41	P11	8.9
364526_273-LP3-ITS-0849	Lavaux_2022-08-10_bark_Plot5	Sample	Lavaux	DNA16	P9	2.5
364526_152-LP3-ITS-0728	P08_NegCtrl	NegCtrl	NOT-USE		P8	0.001
364526_031-LP3-ITS-0607	Lavaux_2023-08-24_soil_Plot15	Sample	Lavaux	DNA31	P7	10.1
364526_516-LP3-ITS-1092	Leytron_Agroscope3_30-08-2023_berries	Sample	WINE	DNA49	P12	3.7
364526_395-LP3-ITS-0971	22DL07_5656_lees	Sample	BotrytizedWine	DNA41	P11	12.0
364526_274-LP3-ITS-0850	Lavaux_2022-08-10_bark_Plot20	Sample	Lavaux	DNA16	P9	0.1
364526_153-LP3-ITS-0729	MV_Post-AF_Plot4_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	1.0
364526_032-LP3-ITS-0608	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	4.7
364526_517-LP3-ITS-1093	Strickhof_14-09-2023_berries	Sample	WINE	DNA49	P12	2.2
364526_396-LP3-ITS-0972	21DL01S_2653_lees	Sample	BotrytizedWine	DNA41	P11	10.5
364526_275-LP3-ITS-0851	Lavaux_2021-08-31_bark_Plot20	Sample	Lavaux	DNA16	P9	2.0
364526_154-LP3-ITS-0730	MV_Post-MLF_Plot12_2022-01-24	Sample	Lavaux	DNA23	P8	2.7
364526_033-LP3-ITS-0609	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	5.8
364526_511-LP3-ITS-1087	Lavaux_2022-08-10_leaf_Plot5_washed	Sample	Lavaux	DNA49	P12	0.5
364526_512-LP3-ITS-1088	Lavaux_2021-08-31_leaf_Plot17_washed	Sample	Lavaux	DNA49	P12	0.4
364526_391-LP3-ITS-0967	empty	Sample	NOT-USE	DNA41	P11	0.001
364526_513-LP3-ITS-1089	Lavaux_2021-08-31_leaf_Plot4_washed	Sample	Lavaux	DNA49	P12	0.5
364526_392-LP3-ITS-0968	empty	Sample	NOT-USE	DNA41	P11	7.9
364526_271-LP3-ITS-0847	Lavaux_2022-08-10_bark_Plot12	Sample	Lavaux	DNA16	P9	2.1
364526_060-LP3-ITS-0636	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.4
364526_419-LP3-ITS-0995	21DL01S_5295_wine	Sample	BotrytizedWine	DNA41	P11	0.2
364526_298-LP3-ITS-0874	Erlenbach_2023-06-20_1	Sample	SoilColonialization	DNA42	P10	3.4
364526_177-LP3-ITS-0753	MV_Post-AF_Plot20_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	3.5
