id	SAMPLE_NAME	Plot	Location	Variety	Water_Stress	GEOL	Soil_type	Soil_depth	Precipitation	Latitude	Longitude	Year
364526_200-LP3-ITS-0776	Lavaux_2023-09-20_must_Plot13_RepC	13		Chasselas			Calcaire	100-180		46.4999921506673	6.70610909063848	2023
364526_212-LP3-ITS-0788	Lavaux_2023-09-20_must_Plot13_RepD	13		Chasselas			Calcaire	100-180		46.4999921506673	6.70610909063848	2023
364526_221-LP3-ITS-0797	Lavaux_2023-09-20_must_Plot13_RepE	13		Chasselas			Calcaire	100-180		46.4999921506673	6.70610909063848	2023
364526_231-LP3-ITS-0807	Lavaux_2023-09-20_must_Plot14_RepA	14		Chasselas			Calcaire	100-180		46.4974937572741	6.70710403923947	2023
364526_241-LP3-ITS-0817	Lavaux_2023-09-20_must_Plot14_RepB	14		Chasselas			Calcaire	100-180		46.4974937572741	6.70710403923947	2023
364526_253-LP3-ITS-0829	Lavaux_2023-09-20_must_Plot14_RepC	14		Chasselas			Calcaire	100-180		46.4974937572741	6.70710403923947	2023
364526_251-LP3-ITS-0827	Lavaux_2023-09-20_must_Plot14_RepD	14		Chasselas			Calcaire	100-180		46.4974937572741	6.70710403923947	2023
364526_236-LP3-ITS-0812	Lavaux_2023-09-20_must_Plot14_RepE	14		Chasselas			Calcaire	100-180		46.4974937572741	6.70710403923947	2023
364526_194-LP3-ITS-0770	Lavaux_2023-09-20_must_Plot15_RepA	15		Chasselas			Calcique	100-180		46.5060665399151	6.70239140408832	2023
364526_222-LP3-ITS-0798	Lavaux_2023-09-20_must_Plot15_RepB	15		Chasselas			Calcique	100-180		46.5060665399151	6.70239140408832	2023
364526_199-LP3-ITS-0775	Lavaux_2023-09-20_must_Plot15_RepC	15		Chasselas			Calcique	100-180		46.5060665399151	6.70239140408832	2023
364526_214-LP3-ITS-0790	Lavaux_2023-09-20_must_Plot15_RepD	15		Chasselas			Calcique	100-180		46.5060665399151	6.70239140408832	2023
364526_208-LP3-ITS-0784	Lavaux_2023-09-20_must_Plot15_RepE	15		Chasselas			Calcique	100-180		46.5060665399151	6.70239140408832	2023
364526_206-LP3-ITS-0782	Lavaux_2023-09-20_must_Plot19_RepA	19		Chasselas			Calcaire	100-180		46.4959274724947	6.7160224459764	2023
364526_198-LP3-ITS-0774	Lavaux_2023-09-20_must_Plot19_RepB	19		Chasselas			Calcaire	100-180		46.4959274724947	6.7160224459764	2023
364526_217-LP3-ITS-0793	Lavaux_2023-09-20_must_Plot19_RepC	19		Chasselas			Calcaire	100-180		46.4959274724947	6.7160224459764	2023
364526_215-LP3-ITS-0791	Lavaux_2023-09-20_must_Plot19_RepD	19		Chasselas			Calcaire	100-180		46.4959274724947	6.7160224459764	2023
364526_201-LP3-ITS-0777	Lavaux_2023-09-20_must_Plot19_RepE	19		Chasselas			Calcaire	100-180		46.4959274724947	6.7160224459764	2023
364526_197-LP3-ITS-0773	Lavaux_2023-09-20_must_Plot20_RepA	20		Chasselas			Calcaire	100-180		46.4938871757964	6.72055024597156	2023
364526_211-LP3-ITS-0787	Lavaux_2023-09-20_must_Plot20_RepB	20		Chasselas			Calcaire	100-180		46.4938871757964	6.72055024597156	2023
364526_219-LP3-ITS-0795	Lavaux_2023-09-20_must_Plot20_RepC	20		Chasselas			Calcaire	100-180		46.4938871757964	6.72055024597156	2023
364526_204-LP3-ITS-0780	Lavaux_2023-09-20_must_Plot20_RepD	20		Chasselas			Calcaire	100-180		46.4938871757964	6.72055024597156	2023
364526_216-LP3-ITS-0792	Lavaux_2023-09-20_must_Plot20_RepE	20		Chasselas			Calcaire	100-180		46.4938871757964	6.72055024597156	2023
364526_249-LP3-ITS-0825	Lavaux_2023-09-20_must_Plot17_RepA	17		Chasselas			Calcaire	40-100		46.4882217976717	6.72133060338618	2023
364526_230-LP3-ITS-0806	Lavaux_2023-09-20_must_Plot17_RepB	17		Chasselas			Calcaire	40-100		46.4882217976717	6.72133060338618	2023
364526_225-LP3-ITS-0801	Lavaux_2023-09-20_must_Plot17_RepC	17		Chasselas			Calcaire	40-100		46.4882217976717	6.72133060338618	2023
364526_227-LP3-ITS-0803	Lavaux_2023-09-20_must_Plot17_RepD	17		Chasselas			Calcaire	40-100		46.4882217976717	6.72133060338618	2023
364526_247-LP3-ITS-0823	Lavaux_2023-09-20_must_Plot17_RepE	17		Chasselas			Calcaire	40-100		46.4882217976717	6.72133060338618	2023
